partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_cleaned,cluster
IBM,IBM IT Support,"{"" Customer Success"","" Cloud Computing"","" Computer Networking"","" Strategy and Operations"","" Operating Systems"","" Cloud Storage"","" Cloud Applications"","" Leadership and Management"","" System Security"","" Customer Support"","" Communication"","" Computer Programming"","" Cyberattacks"","" Cloud Infrastructure"","" Cloud Platforms"","" Databases"","" DevOps"","" Networking Hardware"","" Cryptography"","" IBM Cloud"","" Information Technology"","" Network Architecture"","" Network Security"","" Security Engineering"","" Software Engineering""}",4.7,6.6k,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" customer success"","" cloud computing"","" computer networking"","" strategy and operations"","" operating systems"","" cloud storage"","" cloud applications"","" leadership and management"","" system security"","" customer support"","" communication"","" computer programming"","" cyberattacks"","" cloud infrastructure"","" cloud platforms"","" databases"","" devops"","" networking hardware"","" cryptography"","" ibm cloud"","" information technology"","" network architecture"","" network security"","" security engineering"","" software engineering""}",Cyber Security
Google,"Foundations: Data, Data, Everywhere","{"" Data Analysis"","" SQL"","" Data Visualization"","" Business Analysis"","" Spreadsheet Software"","" Data Science"","" Databases"","" Microsoft Excel""}",4.8,93.9k,Beginner , Course , 1 - 3 Months,False,"{"" data analysis"","" sql"","" data visualization"","" business analysis"","" spreadsheet software"","" data science"","" databases"","" microsoft excel""}",Cyber Security
SkillUp EdTech,IBM IT Project Manager,"{"" Software Engineering"","" Agile Software Development"","" Computer Programming"","" Software Engineering Tools"","" Application Development"","" Programming Principles"","" Software Architecture"","" Communication"","" Cloud Applications"","" Product Management"","" Scrum (Software Development)"","" Software-Defined Networking"","" Leadership and Management"","" Project Management"","" Cloud Computing"","" IBM Cloud"","" Information Technology"","" Operating Systems"","" Python Programming"","" Risk Management""}",4.8,2.4k,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" software engineering"","" agile software development"","" computer programming"","" software engineering tools"","" application development"","" programming principles"","" software architecture"","" communication"","" cloud applications"","" product management"","" scrum (software development)"","" software-defined networking"","" leadership and management"","" project management"","" cloud computing"","" ibm cloud"","" information technology"","" operating systems"","" python programming"","" risk management""}",Cyber Security
Google,Google IT Automation with Python,"{"" Cloud Computing"","" Cloud Platforms"","" Collaboration"","" Computer Programming"","" Data Structures"","" Google Cloud Platform"","" Leadership and Management"","" Problem Solving"","" Python Programming""}",4.7,42k,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" cloud computing"","" cloud platforms"","" collaboration"","" computer programming"","" data structures"","" google cloud platform"","" leadership and management"","" problem solving"","" python programming""}",Cyber Security
IBM,Information Technology (IT) and Cloud Fundamentals,"{"" Cloud Computing"","" Computer Networking"","" Operating Systems"","" Cloud Storage"","" System Security"","" Cloud Applications"","" Cyberattacks"","" Cloud Infrastructure"","" Cloud Platforms"","" Databases"","" DevOps"","" Networking Hardware"","" Computer Programming"","" Cryptography"","" IBM Cloud"","" Network Architecture"","" Network Security"","" Security Engineering"","" Software Engineering""}",4.7,6.1k,Beginner , Specialization , 3 - 6 Months,False,"{"" cloud computing"","" computer networking"","" operating systems"","" cloud storage"","" system security"","" cloud applications"","" cyberattacks"","" cloud infrastructure"","" cloud platforms"","" databases"","" devops"","" networking hardware"","" computer programming"","" cryptography"","" ibm cloud"","" network architecture"","" network security"","" security engineering"","" software engineering""}",Cyber Security
Vanderbilt University,Prompt Engineering,"{"" Creativity"","" Data Analysis"","" Problem Solving"","" Writing""}",4.8,1.8k,Beginner , Specialization , 1 - 3 Months,False,"{"" creativity"","" data analysis"","" problem solving"","" writing""}",Web Development
Microsoft,Microsoft Power BI Data Analyst,"{"" Data Analysis"","" Data Management"","" Data Mining"","" Data Model"","" Extract"","" Transform"","" Load"","" Microsoft Excel"","" Power BI"","" SQL""}",4.6,907,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" data analysis"","" data management"","" data mining"","" data model"","" extract"","" transform"","" load"","" microsoft excel"","" power bi"","" sql""}",Cyber Security
IBM,IBM Data Warehouse Engineer,"{"" Data Management"","" Databases"","" Database Administration"","" SQL"","" Database Application"","" Extract"","" Transform"","" Load"","" Data Warehousing"","" Database Design"","" Data Structures"","" Data Engineering"","" Computer Programming"","" Data Analysis"","" Data Architecture"","" Database Theory"","" Apache"","" Python Programming"","" Leadership and Management"","" Professional Development"","" Big Data"","" Data Model"","" Distributed Computing Architecture"","" Computational Thinking"","" PostgreSQL"","" Software Architecture"","" Cloud Computing"","" Linux"","" IBM Cloud"","" Network Security"","" NoSQL"","" Business Intelligence"","" Data Science""}",4.7,3.6k,Beginner , Professional Certificate , 3 - 6 Months,False,"{"" data management"","" databases"","" database administration"","" sql"","" database application"","" extract"","" transform"","" load"","" data warehousing"","" database design"","" data structures"","" data engineering"","" computer programming"","" data analysis"","" data architecture"","" database theory"","" apache"","" python programming"","" leadership and management"","" professional development"","" big data"","" data model"","" distributed computing architecture"","" computational thinking"","" postgresql"","" software architecture"","" cloud computing"","" linux"","" ibm cloud"","" network security"","" nosql"","" business intelligence"","" data science""}",Cyber Security
IBM,IBM Cybersecurity Analyst,"{"" Cryptography"","" Python Programming"","" Linux"","" Network Security"","" Security Strategy"","" Software Security"","" System Software"","" Computer Security Incident Management"","" Networking Hardware"","" Security Software"","" Cloud Computing"","" Cyberattacks"","" DevOps"","" Mobile Security"","" Computer Programming"","" Databases"","" Leadership and Management"","" Operating Systems"","" SQL"","" System Security""}",4.6,21.7k,Beginner , Professional Certificate , 3 - 6 Months,True,"{"" cryptography"","" python programming"","" linux"","" network security"","" security strategy"","" software security"","" system software"","" computer security incident management"","" networking hardware"","" security software"","" cloud computing"","" cyberattacks"","" devops"","" mobile security"","" computer programming"","" databases"","" leadership and management"","" operating systems"","" sql"","" system security""}",Cyber Security
DeepLearning.AI,AI For Everyone,"{"" Data Science"","" Deep Learning"","" Machine Learning"","" Artificial Neural Networks"","" Business Transformation"","" Human Learning"","" Planning"","" Project Management""}",4.8,39.4k,Beginner , Course , 1 - 4 Weeks,False,"{"" data science"","" deep learning"","" machine learning"","" artificial neural networks"","" business transformation"","" human learning"","" planning"","" project management""}",Machine Learning
DeepLearning.AI,Supervised Machine Learning: Regression and Classification,"{"" Machine Learning"","" Machine Learning Algorithms"","" Regression"","" Applied Machine Learning"","" Algorithms"","" Statistical Machine Learning"","" Mathematics"","" Critical Thinking"","" Machine Learning Software"","" Python Programming""}",4.9,15k,Beginner , Course , 1 - 4 Weeks,False,"{"" machine learning"","" machine learning algorithms"","" regression"","" applied machine learning"","" algorithms"","" statistical machine learning"","" mathematics"","" critical thinking"","" machine learning software"","" python programming""}",Machine Learning
